Agongrat	Agonplac	Agonretr	Agonsord	Agonsupe	Amarlitt	Amarluni	Badiobtu	Bembgrap	Bembrupi	Calaadve	Calaingr	Calofrig	Caracham	Dichcogn	Elapamer	Elaplapp	Harpfulv	Loripili	Miscarct	Nebrgyll	Notibore	Notidire	Patrfove	Patrsept	Platdece	Platmann	Pteradst	Pterbrev	Pterhaem	Pterpens	Pterpunc	Pterripa	Seriquad	Synuimpu	Trecapic	Trecchal
0	0	0.00628930817610063	0	0	0	0	0	0	0	0.0125786163522013	0	0	0.00628930817610063	0	0	0	0	0	0	0	0	0	0.00628930817610063	0	0.00628930817610063	0.00628930817610063	0.0251572327044025	0	0.0691823899371069	0	0.00628930817610063	0	0	0	0	0
0.00383141762452107	0	0	0	0	0	0	0	0	0	0.0459770114942529	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0.00383141762452107	0.00383141762452107	0.0421455938697318	0	0.00383141762452107	0	0	0	0	0.00383141762452107
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114942528735632	0	0.0306513409961686	0	0	0	0	0
0	0	0.00383141762452107	0	0	0.00383141762452107	0	0	0	0	0.0153256704980843	0.0229885057471264	0	0.0153256704980843	0	0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0.0344827586206897	0.00766283524904215	0.0574712643678161	0	0.0191570881226054	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0306513409961686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0.00383141762452107	0.0114942528735632	0.0421455938697318	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.112359550561798	0.0149812734082397	0	0.00374531835205993	0	0	0	0	0	0	0	0	0	0	0	0.0149812734082397	0	0.0337078651685393	0.00374531835205993	0.179775280898876	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.00374531835205993	0	0	0	0	0.00749063670411985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0374531835205993	0	0	0	0	0	0	0
0	0	0.00904977375565611	0	0	0	0	0	0	0	0	0	0.00452488687782805	0.0135746606334842	0	0	0	0	0	0	0	0	0	0.0180995475113122	0	0.0542986425339367	0	0.0135746606334842	0.00452488687782805	0.00452488687782805	0.00452488687782805	0	0	0	0	0	0
0	0	0.00452488687782805	0	0	0	0	0	0	0	0	0.0135746606334842	0	0.0226244343891403	0	0	0	0	0	0	0	0	0	0	0	0.0180995475113122	0	0.0452488687782805	0	0.085972850678733	0	0.00452488687782805	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0.0378787878787879	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00427350427350427	0	0	0	0	0	0	0	0.00427350427350427	0	0.00854700854700855	0.00427350427350427	0	0	0	0	0	0	0	0	0	0
0	0	0.00383141762452107	0	0	0	0	0	0	0	0	0.0114942528735632	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.0114942528735632	0	0.0191570881226054	0	0.0804597701149425	0	0.0191570881226054	0	0	0	0	0.00383141762452107
0	0	0.00409836065573771	0	0	0	0	0	0	0	0	0.00819672131147541	0	0.00819672131147541	0	0	0	0	0	0	0	0	0	0	0	0.00819672131147541	0	0.0245901639344262	0.00409836065573771	0.0368852459016393	0	0.00819672131147541	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.176245210727969	0.0191570881226054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114942528735632	0	0.0574712643678161	0.0229885057471264	0.145593869731801	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0187265917602996	0.00749063670411985	0	0.00749063670411985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149812734082397	0.0112359550561798	0.0786516853932584	0	0.00749063670411985	0	0	0	0	0.00374531835205993
0	0	0.00409836065573771	0	0	0	0	0	0	0	0.00409836065573771	0.0163934426229508	0	0.0163934426229508	0	0	0	0	0	0	0	0	0	0.0163934426229508	0	0.00819672131147541	0	0.0737704918032787	0	0.159836065573771	0	0.0163934426229508	0	0	0	0	0
0.00980392156862745	0	0	0.00490196078431373	0	0	0	0	0	0	0	0.00490196078431373	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00490196078431373	0.00490196078431373	0	0	0	0	0	0	0	0	0	0.00490196078431373
0	0	0.00378787878787879	0	0	0	0	0	0	0	0	0.00757575757575758	0	0.00757575757575758	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0.00378787878787879	0	0.00378787878787879	0.0113636363636364	0.0757575757575758	0	0.00757575757575758	0	0	0	0	0
0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0.00416666666666667	0	0	0	0.00833333333333333	0.00416666666666667	0.0208333333333333	0	0.00416666666666667	0	0	0	0	0
0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784313725490196	0	0.00392156862745098	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0	0	0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0.00784313725490196	0	0	0	0	0
0	0	0.00392156862745098	0	0	0	0	0	0	0	0.0117647058823529	0.00784313725490196	0	0.0117647058823529	0	0	0	0	0	0	0	0	0	0.00784313725490196	0	0.0313725490196078	0	0.0117647058823529	0.00784313725490196	0.0352941176470588	0	0.0235294117647059	0	0	0	0	0
0.00716845878136201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010752688172043	0	0	0.014336917562724	0	0	0	0	0
0	0	0.0315789473684211	0	0	0	0	0	0	0	0.00701754385964912	0.0350877192982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00701754385964912	0	0.0245614035087719	0	0	0	0	0	0	0	0	0
0	0	0.0385964912280702	0	0	0	0	0.00350877192982456	0	0	0	0.0280701754385965	0	0	0	0	0	0	0	0	0	0	0	0.0210526315789474	0	0.0175438596491228	0	0.00701754385964912	0.00350877192982456	0.00350877192982456	0.00701754385964912	0	0	0	0	0	0.0105263157894737
0	0	0	0	0	0	0	0	0	0	0	0.00343642611683849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343642611683849	0.00687285223367698	0.0446735395189003	0	0.0171821305841924	0	0	0	0	0
0	0	0.0125523012552301	0	0	0	0	0	0	0	0	0.00418410041841004	0	0	0	0	0	0	0	0	0	0	0	0.00418410041841004	0	0.0125523012552301	0	0.00836820083682008	0	0.0251046025104603	0	0	0	0	0	0	0.00418410041841004
0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0	0.00392156862745098	0	0	0	0	0	0.105882352941176	0	0.0156862745098039	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.117647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784313725490196	0	0.0823529411764706	0	0.0156862745098039	0	0	0	0	0
0	0	0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0	0	0.0196078431372549	0	0.0117647058823529	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0.00396825396825397	0	0	0	0	0	0.00396825396825397	0	0.0793650793650794	0	0.0119047619047619	0	0	0	0	0.00396825396825397
0	0	0	0	0	0	0	0	0	0	0.00387596899224806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155038759689922	0.062015503875969	0	0	0	0	0	0	0
0	0	0.0105263157894737	0	0	0	0	0	0	0	0.182456140350877	0.0245614035087719	0	0.0210526315789474	0	0	0	0	0	0	0	0	0	0	0	0.0105263157894737	0	0.0491228070175439	0.0280701754385965	0.0701754385964912	0	0.00350877192982456	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00826446280991736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00413223140495868	0	0.0206611570247934	0.00826446280991736	0.0578512396694215	0	0.00826446280991736	0	0	0	0	0.00826446280991736
0.0167364016736402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167364016736402	0	0	0	0	0.00418410041841004	0	0	0	0	0.00418410041841004
0	0	0.00383141762452107	0	0	0	0	0	0	0	0.053639846743295	0.0153256704980843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306513409961686	0	0.0996168582375479	0	0.0957854406130268	0	0.00766283524904215	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0431372549019608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0.152941176470588	0	0.00784313725490196	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352941176470588	0	0.0156862745098039	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.101960784313725	0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196078431372549	0	0.180392156862745	0	0.0117647058823529	0	0	0	0	0
0	0	0.00392156862745098	0	0	0	0	0	0	0	0.0745098039215686	0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0	0.0274509803921569	0.00392156862745098	0.0588235294117647	0	0.00392156862745098	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.0114942528735632	0	0.0459770114942529	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0	0.0265151515151515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0.0795454545454545	0	0.00378787878787879	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189393939393939	0	0.0227272727272727	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171673819742489	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.149019607843137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901960784313725	0	0.0117647058823529	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0549019607843137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0.00784313725490196	0.125490196078431	0	0.00392156862745098	0	0	0	0	0
0	0	0.00862068965517241	0	0	0	0	0	0	0	0.0129310344827586	0.0301724137931034	0	0.0129310344827586	0	0	0	0	0	0	0	0	0	0.00431034482758621	0	0.00431034482758621	0	0.0431034482758621	0.00431034482758621	0.0948275862068965	0	0	0	0	0	0	0.00862068965517241
0	0	0	0	0	0	0	0	0	0	0.490421455938697	0.0383141762452107	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.00383141762452107	0.0114942528735632	0.00383141762452107	0.218390804597701	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.104166666666667	0.00347222222222222	0	0.0104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173611111111111	0	0.197916666666667	0	0.0104166666666667	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0310077519379845	0	0	0.00387596899224806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00775193798449612	0	0.0968992248062016	0	0.0155038759689922	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.146788990825688	0.00917431192660551	0	0.00458715596330275	0	0	0	0	0	0	0	0	0	0	0	0.00458715596330275	0	0.0412844036697248	0	0.215596330275229	0	0	0	0	0	0	0.00458715596330275
0	0	0	0	0	0	0	0	0	0	0	0	0	0.00790513833992095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0395256916996047	0	0.0513833992094862	0	0	0	0	0
0	0	0.0268199233716475	0	0	0	0	0	0	0.00383141762452107	0	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114942528735632	0	0.00766283524904215	0	0.0153256704980843	0	0.00383141762452107	0	0	0	0	0.00383141762452107
0	0	0	0	0	0	0	0	0	0	0.0268199233716475	0.00766283524904215	0	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0.0153256704980843	0.00383141762452107	0.0459770114942529	0	0.0153256704980843	0	0	0	0.00383141762452107	0.00383141762452107
0	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0.0153256704980843	0.00383141762452107	0.0114942528735632	0	0.00383141762452107	0	0.0229885057471264	0	0	0	0.00383141762452107	0.0114942528735632
0	0	0	0	0	0	0	0	0	0	0.160919540229885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21455938697318	0	0.00383141762452107	0	0	0	0	0
0.00423728813559322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127118644067797	0	0.0169491525423729	0	0	0	0	0.00423728813559322
0	0	0.00383141762452107	0	0	0	0	0	0	0	0.310344827586207	0.0191570881226054	0	0.0383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459770114942529	0	0.245210727969349	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0727969348659004	0	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.0459770114942529	0.00383141762452107	0.118773946360153	0	0.00383141762452107	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0602409638554217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00803212851405622	0	0.072289156626506	0	0.0481927710843374	0	0	0	0	0	0	0
0.0138888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347222222222222	0	0	0	0	0.0173611111111111	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0381944444444444	0.0138888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347222222222222	0	0.0381944444444444	0.00347222222222222	0.142361111111111	0	0.00347222222222222	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0180995475113122	0	0	0	0	0	0	0.00452488687782805	0	0	0	0	0.0135746606334842	0	0	0	0	0	0.0226244343891403	0	0	0	0	0	0	0.00452488687782805
0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.00766283524904215	0	0.0651340996168582	0.0191570881226054	0.153256704980843	0	0.00383141762452107	0	0	0	0	0.00383141762452107
0	0	0	0	0	0	0	0	0	0	0.264367816091954	0.0153256704980843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114942528735632	0	0.0727969348659004	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0498084291187739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0.0727969348659004	0	0.00766283524904215	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421455938697318	0	0.0229885057471264	0	0.00383141762452107	0	0	0
0	0	0	0	0	0	0	0	0	0	0.421455938697318	0	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919540229885057	0.00383141762452107	0.218390804597701	0.00383141762452107	0	0	0	0	0	0.00383141762452107
0	0	0	0	0.00383141762452107	0	0	0	0	0	0.222222222222222	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191570881226054	0.00383141762452107	0.237547892720307	0.00766283524904215	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0842911877394636	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0.0344827586206897	0	0.0804597701149425	0	0	0	0	0	0	0.00766283524904215
0	0	0	0	0	0	0	0	0	0	0.0689655172413793	0.0114942528735632	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191570881226054	0	0.0727969348659004	0	0	0	0	0	0	0.00383141762452107
0.0229885057471264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191570881226054	0.00766283524904215	0	0.00383141762452107	0	0	0.0229885057471264	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.206896551724138	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0268199233716475	0	0.172413793103448	0	0.00383141762452107	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.114942528735632	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0	0	0.00383141762452107	0.00383141762452107	0.0727969348659004	0	0	0	0	0	0	0.00383141762452107
0.00383141762452107	0	0.00383141762452107	0	0	0	0	0	0	0	0.122605363984674	0.00383141762452107	0	0.00766283524904215	0	0	0	0	0	0	0	0	0	0.0268199233716475	0	0	0	0.0114942528735632	0.0153256704980843	0.0114942528735632	0.00383141762452107	0	0	0	0	0	0.0114942528735632
0	0	0	0	0	0	0	0	0	0	0.445692883895131	0.0224719101123595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149812734082397	0.0224719101123595	0.123595505617978	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378787878787879	0	0.00378787878787879	0	0.0113636363636364	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.208333333333333	0.00757575757575758	0	0	0.00378787878787879	0	0	0	0	0	0	0	0	0	0	0	0	0.0265151515151515	0	0.102272727272727	0	0.00378787878787879	0	0	0	0	0.00757575757575758
0	0	0	0	0	0	0	0	0	0	0.175627240143369	0.017921146953405	0	0.00716845878136201	0	0	0	0	0	0	0	0	0	0	0	0.003584229390681	0	0.0752688172043011	0	0.125448028673835	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0471014492753623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072463768115942	0.0036231884057971	0.0760869565217391	0	0.0144927536231884	0	0	0	0	0
